L,R,F,M,C
76,4,10,13020,0.72
15,1,17,13247,0.707583604
38,16,4,12745,0.735445273
77,2,8,13062,0.717555505
45,4,7,13069,0.717142857
19,1,13,13087,0.716128983
82,0,6,13148,0.712800426
90,1,12,12801,0.732063901
12,6,5,21675,0.43232526
85,9,12,14309,0.654817947
23,1,6,12064,0.776625497
29,3,9,13108,0.714700183
23,7,7,14095,0.66463072
17,12,7,12490,0.75
17,3,10,11498,0.814670377
15,4,6,11545,0.811338242
49,0,9,14325,0.653868063
82,3,14,14119,0.663379134
56,13,9,13681,0.68459177
36,0,11,12391,0.755860705
22,1,10,10119,0.925464967
35,0,10,13774,0.679864237
67,2,11,14587,0.641968191
25,8,14,14782,0.633479231
26,8,9,13379,0.699840048
19,7,8,10475,0.893810979
35,1,7,13192,0.709721801
52,2,6,11724,0.798546571
22,0,4,17340,0.539911765
23,2,6,9940,0.941810865
82,1,7,12106,0.773285148
75,3,8,12679,0.738326366
14,1,11,10175,0.92
47,2,12,14908,0.627885699
31,11,11,13829,0.676874684
81,0,10,12044,0.777113916
27,3,10,14039,0.666681388
87,4,10,13113,0.713705483
74,1,5,12814,0.730312159
14,1,6,20488,0.456764936
13,13,2,12416,0.753704897
60,5,9,11169,0.837844928
81,0,5,15595,0.6
79,8,5,13965,0.67
57,0,11,11643,0.803571245
32,1,7,11672,0.801557574
24,2,13,15862,0.589816543
17,6,7,11534,0.811106294
37,0,9,15384,0.608075923
65,3,6,12863,0.727245588
68,0,13,13983,0.668912251
16,0,14,14066,0.664944547
19,5,4,11159,0.838157541
83,1,7,13169,0.710220973
22,9,9,12541,0.745699705
31,0,9,12332,0.758165748
28,3,13,14021,0.666789815
69,4,11,11928,0.783715627
84,5,4,13186,0.708942818
20,4,12,14564,0.641783851
45,0,8,11342,0.824037207
107,2,10,11803,0.791841057
23,22,2,16254,0.575
110,10,6,8442,1.107077707
14,3,10,13585,0.687900626
22,7,9,11691,0.799293474
61,5,7,23219,0.40243852
76,5,3,13336,0.700667367
109,18,6,11437,0.816979977
35,0,15,12831,0.728192658
62,1,8,15454,0.60458975
16,1,5,9835,0.95
71,8,8,10710,0.872236228
24,7,10,14813,0.630635253
77,4,8,14757,0.632956563
86,0,7,17734,0.52660821
25,0,9,11977,0.779706938
77,1,11,12456,0.749722222
43,7,9,16375,0.570285802
43,6,2,13340,0.7
40,2,15,15710,0.594367282
36,1,13,12205,0.765032364
42,3,9,14974,0.623547482
74,0,7,15840,0.589424874
67,0,23,13242,0.70504531
15,0,6,11060,0.844103074
77,0,9,13778,0.677554798
48,2,15,12458,0.749325734
15,1,12,19116,0.488333333
14,0,13,13544,0.689186356
29,3,5,11488,0.812516539
14,11,3,11889,0.785095466
52,19,3,14804,0.630505269
21,0,16,18454,0.505784112
94,1,11,14759,0.632398536
20,10,8,12240,0.7625
89,0,13,11926,0.782549891
66,3,8,13930,0.669924623
22,4,15,15711,0.593913818
49,1,7,11066,0.84314296
78,14,10,9330,1.0
47,4,12,16500,0.565395152
34,2,11,11644,0.801165407
67,8,7,10493,0.889021252
76,3,9,12409,0.751749537
37,2,10,13365,0.697936401
13,0,10,10425,0.894763549
23,2,7,11114,0.839287385
16,2,8,11217,0.831438887
17,16,4,19066,0.489153467
91,1,8,12374,0.753633425
20,4,7,12232,0.7623414
83,1,11,13964,0.667718419
19,1,11,18496,0.50409548
12,4,5,12024,0.775414172
93,0,10,7832,1.190431563
36,0,6,18493,0.504137241
64,0,12,18531,0.503093735
34,3,12,13282,0.701822768
48,8,10,14495,0.643090031
81,2,12,13207,0.705775725
24,6,14,17410,0.535389431
89,4,10,14723,0.633039462
102,15,13,13921,0.669492134
53,8,8,13588,0.685896379
31,6,8,14794,0.629964175
23,14,5,11960,0.779122074
107,0,17,15879,0.586807104
53,2,10,10735,0.867972986
37,4,12,7414,1.256668465
23,5,7,11401,0.817201123
32,0,6,13138,0.709156645
19,6,7,10363,0.899000289
53,0,11,12433,0.749318748
17,1,9,13254,0.702879131
25,5,11,12433,0.749293011
91,7,4,8872,1.05
16,0,11,14572,0.639278068
22,0,13,10943,0.851256511
44,19,2,14113,0.660015588
86,2,12,18542,0.502360047
22,15,10,12686,0.734234589
26,0,13,10663,0.873370534
42,18,12,13633,0.683092496
20,1,14,13398,0.695042544
19,19,2,12416,0.75
77,13,6,9312,1.0
95,7,8,13307,0.699780567
15,4,6,7998,1.164203551
15,3,10,15776,0.590216785
73,3,9,12685,0.734035475
32,10,12,13605,0.684371922
86,18,8,10828,0.859817141
53,0,7,11150,0.83498296
21,13,4,8261,1.126982206
52,2,8,19300,0.482367358
46,0,12,10208,0.911974922
68,1,12,10309,0.902884858
15,0,15,22082,0.421493524
23,2,8,13120,0.709375762
78,0,17,17090,0.544540082
26,0,7,14006,0.664396687
45,1,14,11150,0.834576682
26,1,4,10368,0.8975
69,0,8,16616,0.56
24,4,6,6582,1.413646308
29,5,7,12220,0.761375614
59,1,12,16300,0.570793252
19,1,11,13506,0.688855324
87,0,11,13928,0.667932223
26,1,6,16120,0.577077543
70,1,14,13357,0.696440069
52,1,7,14496,0.64169564
33,4,5,12154,0.765300313
22,0,10,15445,0.602222726
111,9,5,8887,1.046598402
39,2,8,12028,0.77328733
85,3,16,18748,0.496087583
20,15,4,10976,0.847275875
16,2,8,13494,0.689147769
82,0,8,12120,0.76725495
22,4,5,15345,0.606
28,3,7,12441,0.747419822
95,2,9,11424,0.813930322
71,10,11,12994,0.71557642
17,0,7,10301,0.902605572
97,3,9,12917,0.719777812
23,18,8,12800,0.726324219
70,7,11,12881,0.721718811
32,3,11,11351,0.81898423
97,1,7,15330,0.606379648
101,0,14,14526,0.639888476
60,0,4,9837,0.944892752
41,16,8,14735,0.630773668
73,5,5,7589,1.224721307
14,1,6,17859,0.520432275
56,4,7,14163,0.65622467
39,0,10,12250,0.758626939
38,4,12,12741,0.729380739
46,3,10,13796,0.673592346
36,5,9,13596,0.683498088
87,3,8,15210,0.610884287
35,14,10,13163,0.70587632
43,17,9,14896,0.623630505
18,8,2,11384,0.816004919
95,1,12,10239,0.907189179
31,19,12,17061,0.544399508
30,8,9,14245,0.652012636
24,2,9,10687,0.869055862
39,2,8,17526,0.529885313
34,2,5,9424,0.985379881
13,0,13,14460,0.64217704
51,0,8,10175,0.912568059
38,4,12,15432,0.601666667
61,0,10,17935,0.517692779
54,0,6,15978,0.58109463
29,0,12,13002,0.714093986
69,10,9,13545,0.685411591
60,9,13,10103,0.918909235
55,8,7,11305,0.821192393
25,1,11,11574,0.802064973
30,3,9,12318,0.753596363
17,2,8,16294,0.569696821
24,3,12,10232,0.907191165
37,3,12,15608,0.594689262
15,2,12,15732,0.59
17,0,9,15352,0.604532308
34,10,8,15312,0.606096526
19,18,5,17840,0.52017657
94,0,13,14378,0.645414522
89,0,7,12957,0.71619665
52,0,9,12487,0.743095219
13,6,12,10301,0.900635861
76,4,11,16342,0.567700404
67,0,8,12983,0.714566741
14,11,13,15592,0.594958953
15,1,7,17186,0.539712557
15,0,20,13656,0.679157879
14,2,10,13591,0.682400854
14,1,7,12573,0.737565418
16,10,5,12952,0.715982088
47,2,5,12100,0.766394215
72,1,7,12612,0.735279099
20,2,11,11000,0.842888182
19,11,6,12910,0.718137103
38,0,8,10438,0.888154819
104,1,8,11513,0.80513159
20,3,8,11538,0.803345467
42,11,12,12408,0.746957608
25,3,9,18780,0.493493078
22,3,7,10349,0.895492318
104,1,14,12456,0.743956326
21,2,9,13473,0.687777778
16,2,9,11737,0.789483684
94,0,22,13834,0.669791817
29,7,10,10090,0.918292369
43,1,15,14625,0.63352
22,6,15,14268,0.64937062
96,1,10,12938,0.71609445
82,0,12,13450,0.688787361
19,0,14,10772,0.860023208
64,13,12,11396,0.812908038
82,0,27,9682,0.956789919
71,3,12,16538,0.560129399
13,0,9,11772,0.786853551
29,3,7,12801,0.723601281
18,4,9,11007,0.841437267
66,5,6,10974,0.843956625
40,0,13,13069,0.70866631
27,1,6,12579,0.736227045
15,4,11,15419,0.600614177
21,0,11,12093,0.765786819
46,2,12,11550,0.801764502
82,3,19,12135,0.763063865
26,9,10,13841,0.669008742
51,13,9,13166,0.703250798
98,3,10,11768,0.786780252
31,5,8,9511,0.973302492
35,0,4,8156,1.135
43,6,7,11697,0.7913901
37,3,5,6565,1.41
22,17,9,14455,0.640359737
15,4,7,12460,0.742857143
27,2,13,13492,0.686034687
26,3,8,16516,0.560414749
52,0,14,14355,0.644739115
18,2,15,15145,0.611101354
14,2,12,10920,0.8475
66,1,4,10339,0.895013057
17,17,2,8874,1.042731575
73,3,6,13658,0.677429345
26,5,12,11416,0.810421338
95,11,7,9780,0.945961145
40,9,7,11309,0.818060837
28,6,8,17357,0.532979201
21,7,9,12370,0.747673403
13,0,10,13115,0.70518414
24,0,11,11688,0.791249144
37,3,11,14805,0.624616684
29,6,8,12440,0.743347267
25,22,6,12892,0.717243252
42,5,13,11175,0.82741387
25,3,10,14187,0.65169028
31,0,11,13924,0.663974433
71,7,12,18142,0.509596516
54,3,10,13026,0.709689851
63,1,12,12814,0.721410957
78,5,10,11388,0.811710573
71,1,13,20343,0.454312048
74,3,6,11644,0.793711783
68,0,7,10922,0.846176524
65,3,16,10384,0.89
89,1,17,14526,0.63620749
70,0,10,14562,0.634621618
29,0,8,13738,0.672665599
60,0,12,14687,0.629191802
33,10,8,13423,0.688422856
37,2,11,10599,0.871808661
57,3,9,14183,0.651447508
17,1,11,12220,0.756089198
72,3,8,11406,0.810024548
86,3,5,9836,0.939291379
29,0,12,16344,0.565263093
12,6,2,11210,0.824132025
28,5,10,14220,0.649612518
73,16,6,12690,0.727919622
61,6,9,14257,0.647893666
23,4,10,11647,0.793066026
21,5,10,10557,0.874928483
14,5,5,16666,0.554213369
106,0,9,12690,0.727851064
61,10,9,9995,0.924066033
46,7,5,10038,0.92
28,0,11,12639,0.730616346
113,0,13,10921,0.845529713
19,4,12,13297,0.694444612
104,8,10,12470,0.740499599
49,5,10,14280,0.646635154
27,2,9,10192,0.905990973
15,0,16,13620,0.677840675
15,0,18,14759,0.625529507
21,0,7,10912,0.846047471
104,0,8,15621,0.590942961
78,0,11,15579,0.592532897
27,12,11,16827,0.548541035
81,14,3,12926,0.714025994
29,1,14,12609,0.73196447
56,0,12,13170,0.700744115
95,1,14,15804,0.58392369
31,4,10,15297,0.603211741
71,4,16,16199,0.569605531
101,12,11,15073,0.612067936
50,7,11,14467,0.63770374
105,0,11,13662,0.675259113
41,6,4,17471,0.527980081
25,0,9,15711,0.587117306
95,7,15,17571,0.524898981
82,5,7,11673,0.790041977
77,2,12,13811,0.667698212
34,1,8,12759,0.722736108
31,2,15,12692,0.726487551
28,4,10,13831,0.666614128
12,1,8,13836,0.666334201
83,1,11,15926,0.578862238
80,2,19,13883,0.664045235
37,0,13,12518,0.736379613
98,6,8,6876,1.340573008
76,4,15,14198,0.649218904
61,11,11,12757,0.722489614
23,11,8,10964,0.840564575
19,5,6,14429,0.638681128
82,2,10,14108,0.653154948
89,4,8,11344,0.812292842
78,3,9,18063,0.510101312
23,4,8,13482,0.68340899
71,4,11,11100,0.829835135
18,5,10,13727,0.67097035
85,2,8,12931,0.712211739
60,3,13,15996,0.575742686
17,0,8,14692,0.626817996
45,7,8,22268,0.413492905
110,1,7,7665,1.201165036
111,3,6,10331,0.89118188
31,0,7,15808,0.582400683
79,2,7,12549,0.733631365
28,0,25,11141,0.826338749
28,2,9,9770,0.942288639
60,0,13,12519,0.735358255
18,5,9,15140,0.608017834
22,5,11,16381,0.561944326
67,19,5,6510,1.413978495
14,0,12,18831,0.488781265
55,1,9,14490,0.63521049
73,2,7,12525,0.734863074
23,12,9,13006,0.707646471
53,8,6,12567,0.732310018
55,13,7,12387,0.742936143
28,0,15,10493,0.876971314
62,1,10,10342,0.889747631
65,0,7,13095,0.702649866
91,5,13,11165,0.824107479
84,1,11,12628,0.728607856
16,0,10,11782,0.78090477
80,2,8,14081,0.65337263
21,2,19,13663,0.673341872
84,6,7,9315,0.987571659
57,0,8,16695,0.551006289
16,0,14,12379,0.743100412
72,2,7,18986,0.484499631
57,2,15,11042,0.833059228
65,0,11,15400,0.597272727
87,1,9,13234,0.695007556
52,0,7,13067,0.703887656
66,0,11,16353,0.562445423
50,4,9,12343,0.745157579
62,4,4,6343,1.450012612
27,0,7,9054,1.015840512
20,12,5,12709,0.723621056
38,0,11,13439,0.684210879
63,7,6,13485,0.68184353
47,0,13,12743,0.721472966
20,5,8,10360,0.88730695
109,1,13,14357,0.640267465
48,0,9,12332,0.745381933
51,0,12,13135,0.699773125
14,0,12,10514,0.874183945
89,0,10,15528,0.591868238
90,7,6,8001,1.148627672
20,13,7,12756,0.7204492
112,4,8,10873,0.845033569
88,7,7,13259,0.69293461
29,4,13,15292,0.600733717
22,15,9,10742,0.855129399
54,2,8,11763,0.78089943
13,0,9,16245,0.56539366
60,2,9,16863,0.54458578
82,8,10,15053,0.610065768
39,16,8,14158,0.648626218
19,0,13,16435,0.558635838
45,0,11,10612,0.865159254
83,0,11,15697,0.584860801
44,8,9,13997,0.655859827
17,4,4,11368,0.8075
88,0,10,14552,0.630779274
54,1,16,20987,0.437365988
30,4,14,14796,0.620341308
16,0,14,14515,0.63232587
25,4,8,13644,0.672667106
80,0,9,15097,0.607847917
20,9,9,17138,0.535407866
67,4,10,12064,0.76057941
68,9,9,10084,0.909911741
61,2,12,18651,0.491928583
27,0,16,12628,0.726526766
40,17,7,12029,0.762690165
35,0,8,8060,1.138235732
16,3,11,15533,0.590560098
44,0,13,12481,0.734945117
61,7,6,9960,0.920960843
25,21,5,11610,0.79
39,5,8,14299,0.641398
63,12,6,15543,0.590056617
19,3,11,13258,0.691743853
97,0,18,16474,0.556689329
26,9,4,11572,0.7925
94,10,6,12690,0.722650118
32,9,9,11548,0.793948736
37,11,2,11402,0.804113313
67,6,13,9379,0.977542382
88,2,10,12569,0.729357944
37,0,13,19577,0.468248966
15,0,2,12103,0.757362637
42,7,9,14484,0.632835543
70,13,4,11261,0.813915283
16,2,7,11809,0.77613007
18,1,13,13300,0.689109023
22,2,13,9529,0.961805016
73,0,10,10477,0.874731316
19,1,9,10298,0.88987182
27,1,11,11750,0.779889362
40,4,8,10719,0.854882918
15,0,15,18159,0.504615342
24,13,10,9800,0.935
17,0,8,16938,0.540933404
83,1,14,15392,0.595203352
50,1,8,15398,0.594959086
19,6,6,9425,0.971923607
24,10,8,11407,0.802989392
15,1,11,12124,0.755498185
35,0,14,13608,0.673103322
20,11,2,14561,0.628943754
62,5,5,7858,1.165426317
98,2,12,16807,0.54487654
73,3,4,8024,1.14128988
63,3,14,12632,0.724953293
90,0,14,13269,0.690060291
94,0,18,11141,0.821814918
67,0,9,14161,0.646469176
86,0,12,16524,0.553973009
16,4,10,12200,0.750304098
17,0,11,16753,0.546363636
60,0,8,10328,0.88625
92,2,10,14584,0.627617252
31,21,2,14199,0.644587647
21,3,12,13166,0.695096461
63,16,9,13575,0.674121547
30,8,8,12537,0.729888331
26,3,13,15348,0.596192338
15,0,7,10691,0.855821719
95,0,7,7333,1.247696713
40,5,6,12537,0.729735981
20,4,10,9489,0.964095268
72,0,18,11497,0.795683222
73,4,9,11885,0.769692049
36,0,9,16046,0.570095351
37,8,7,13769,0.664285714
34,0,10,12979,0.704540411
52,1,14,12604,0.72548318
80,0,13,15683,0.583045336
71,3,4,6353,1.439253896
101,0,9,13524,0.676093611
21,1,8,9350,0.97760107
13,1,9,14776,0.618558473
63,3,7,11359,0.804623646
49,1,10,11774,0.776231527
23,0,8,12368,0.738864812
27,0,14,15695,0.582206435
62,0,6,8423,1.084817761
63,0,9,11671,0.782905492
22,1,7,14549,0.628025981
25,6,6,12149,0.752020742
28,4,8,10797,0.846029453
34,6,5,11985,0.762142678
74,0,13,11990,0.761824854
74,1,9,14757,0.618948973
15,9,8,10342,0.883164765
21,1,10,10595,0.862052855
113,3,14,19972,0.457236131
27,12,8,9714,0.940024707
20,11,6,11516,0.792918548
36,2,12,14142,0.64565903
37,12,7,12001,0.760824098
44,2,9,11798,0.773884557
40,3,7,15643,0.583659145
30,1,12,12350,0.739277733
60,0,13,20788,0.439192322
28,3,19,12204,0.748058014
30,4,14,18974,0.481098345
26,1,9,13511,0.675613204
26,2,11,11694,0.780563537
27,2,10,15191,0.600811007
25,6,9,11083,0.823486421
53,2,5,9850,0.926536041
63,4,6,9606,0.949997918
64,0,10,13768,0.662800697
16,0,11,16416,0.555869883
41,4,6,14303,0.637959869
27,1,5,17438,0.523239477
15,8,5,11148,0.818447255
13,1,9,14265,0.639597617
15,14,5,15282,0.597029185
108,9,8,12066,0.756130449
54,17,5,6082,1.5
22,14,8,15048,0.60625
94,3,10,9736,0.936957683
53,6,8,9831,0.927873055
17,10,6,14372,0.634699416
17,3,9,12201,0.747610852
41,2,6,13284,0.686619994
39,0,9,16849,0.541309277
81,2,8,13508,0.675175452
101,4,10,9930,0.918207452
16,15,6,10060,0.906307157
28,10,8,9448,0.965008467
83,1,10,11051,0.824970591
97,4,11,13534,0.673491946
111,4,10,13914,0.655076901
51,5,10,14308,0.636988398
84,8,5,9851,0.925166988
53,10,5,14465,0.63
104,17,6,9952,0.915675241
92,0,3,11536,0.789908981
72,3,11,12073,0.754723764
103,4,7,9881,0.922143508
28,0,16,18482,0.492980197
28,3,9,15106,0.603078247
86,5,8,11561,0.787951734
22,2,11,12675,0.718689546
40,13,9,11840,0.769311655
92,2,9,10764,0.846199368
35,1,3,8013,1.136666667
24,0,13,11114,0.819512327
22,1,8,11264,0.80856179
20,1,9,17703,0.514444444
82,0,11,16030,0.568124766
20,11,8,13037,0.698504257
23,0,6,7500,1.214173333
102,2,14,14935,0.609588885
63,4,10,15490,0.587745642
35,1,21,12604,0.722315138
75,2,9,11735,0.775793779
41,4,12,14637,0.62196625
20,15,6,10400,0.875336538
23,2,12,14203,0.640927973
39,3,6,10479,0.86868308
40,7,8,12929,0.704069147
35,17,4,10773,0.844973545
15,2,9,16007,0.568676829
22,6,7,9933,0.916367663
94,6,11,14238,0.639275881
50,0,7,12987,0.700826211
35,3,13,11917,0.763741714
42,1,14,15580,0.584126444
32,1,13,14656,0.620932724
54,3,13,12737,0.714416268
78,4,8,13137,0.692639111
68,2,9,14434,0.630374809
36,6,9,9461,0.961710179
17,0,11,11753,0.774134264
29,1,8,10746,0.846654569
22,6,8,11579,0.785731065
75,2,8,12468,0.729649503
77,14,8,11807,0.770475142
23,16,10,13608,0.668496473
113,1,12,15737,0.578055538
42,4,9,10262,0.886454882
39,1,7,14879,0.611376437
75,8,12,12600,0.721952381
78,3,11,11166,0.81466595
67,4,10,13547,0.671425408
12,3,14,15421,0.589830102
90,2,13,15800,0.575646835
73,0,6,11911,0.763558056
96,3,12,16117,0.564268164
21,3,5,12563,0.723831887
73,2,5,10954,0.830064817
52,0,6,12966,0.701249422
34,0,9,14241,0.638444632
22,5,5,10244,0.887550761
24,0,15,13400,0.678476866
57,3,16,16162,0.562469991
16,7,5,7693,1.181617054
81,11,10,11710,0.776268147
49,4,10,10847,0.837897114
66,2,6,9865,0.921267106
34,3,10,13769,0.660015978
83,6,5,9835,0.924
74,12,8,13953,0.651293629
14,2,10,12919,0.703390355
23,2,12,11606,0.782932104
69,0,15,18913,0.48043938
15,5,7,12900,0.704257364
41,5,18,20313,0.447215576
71,1,10,11937,0.760980983
90,17,10,10183,0.892025926
36,4,9,10263,0.885029718
64,11,13,13266,0.684678878
72,0,13,14567,0.623494199
15,1,13,12625,0.719390891
17,0,8,16540,0.549081016
84,0,14,12488,0.727138053
52,8,8,16954,0.535579804
21,9,8,11957,0.759382788
19,1,8,7470,1.215452477
94,3,8,10944,0.829596126
36,8,4,13934,0.651521458
45,3,16,13289,0.683135676
82,10,2,9137,0.993521944
67,7,5,8233,1.102475404
67,1,13,10431,0.870159141
20,2,10,11762,0.771683387
54,0,11,16209,0.559959899
102,1,11,12419,0.730832595
103,0,8,14895,0.609304465
90,3,13,16855,0.538424206
32,3,7,13982,0.648960807
62,4,8,16000,0.567065625
32,0,9,15024,0.603880458
12,1,10,11764,0.771224923
24,4,5,15899,0.570601296
36,8,11,11024,0.8229209
21,1,23,16270,0.557581438
77,3,5,6964,1.302676623
85,1,9,10296,0.8810946
23,1,7,16340,0.555126683
91,3,8,12083,0.750609948
76,3,12,11196,0.81
34,0,8,14566,0.622596458
102,7,8,11088,0.817849026
29,0,10,13856,0.654465935
100,3,14,11185,0.810741171
23,0,13,15695,0.577710099
42,3,12,10548,0.859607509
40,7,6,11050,0.820551131
20,5,8,12060,0.751810116
46,10,7,11512,0.787582523
46,3,9,11069,0.819097479
19,4,8,15536,0.58358329
19,5,9,10588,0.856279751
19,2,9,19485,0.46528971
21,20,2,12088,0.75
12,6,4,11368,0.7975
13,3,9,11940,0.759279732
38,1,16,18027,0.502900649
47,2,11,15996,0.566749812
42,2,6,10950,0.82789589
89,1,8,11093,0.817120707
49,2,8,11531,0.786015957
45,0,14,13210,0.686103709
104,1,3,6294,1.44
20,2,11,16361,0.553942913
51,7,9,11852,0.764654067
54,17,12,9620,0.94206341
20,2,6,11275,0.803758758
23,1,8,12340,0.734354943
111,3,10,19231,0.471169986
85,0,14,13307,0.680851432
56,1,16,20275,0.4468291
26,7,8,10295,0.879923264
32,5,11,11251,0.805099102
12,1,8,12427,0.728820311
18,17,5,10524,0.860585329
14,1,15,13230,0.684545729
64,0,15,13704,0.660843549
23,16,5,11610,0.78
77,14,8,14674,0.617128936
33,0,13,17110,0.529263589
42,0,12,17616,0.514038374
93,8,12,15466,0.585479115
24,1,15,12666,0.714872888
59,0,12,12200,0.742165574
25,10,8,11154,0.81161915
37,4,9,13176,0.687060565
63,8,7,11436,0.791552116
14,0,10,15262,0.593110995
78,0,12,10646,0.850244223
86,0,9,16117,0.561607619
31,6,11,9845,0.91933164
51,0,9,12038,0.751849144
44,7,5,7579,1.194005806
52,0,8,9419,0.960716637
55,12,9,11051,0.818826351
98,5,8,12761,0.709087846
17,1,11,12990,0.6965204
41,4,6,12594,0.718378593
20,0,10,11527,0.784863364
90,5,9,11497,0.786907889
38,2,13,14075,0.64275595
96,2,9,14537,0.622308592
41,0,12,14536,0.622329389
25,3,7,14512,0.623344129
54,12,4,10292,0.878915663
31,0,7,9939,0.910071436
32,0,9,10986,0.823337885
82,8,4,16320,0.554235294
94,7,11,15821,0.571708489
29,9,12,15268,0.592366387
77,3,8,13109,0.689848196
39,4,11,10832,0.834855059
24,15,5,10884,0.830852628
13,5,6,11222,0.805775263
13,3,4,11995,0.753847436
109,1,12,12286,0.735953117
62,4,13,12033,0.751406964
107,7,8,10465,0.863904443
49,1,18,11666,0.774963141
53,14,10,10217,0.884799843
34,2,11,15001,0.602613826
105,4,11,10718,0.843352305
31,4,13,16048,0.56324838
31,8,9,12730,0.71000707
22,3,5,11546,0.782685779
40,9,4,6111,1.478703976
83,2,10,14046,0.64332123
24,6,18,11832,0.763682387
34,0,14,16204,0.557605529
51,4,8,10160,0.889255906
68,1,12,17009,0.531150567
64,5,8,12764,0.707677844
70,4,4,10223,0.883480387
102,5,7,6846,1.319149869
34,1,7,12472,0.724084349
45,8,6,13672,0.660522967
68,3,13,12072,0.747994533
69,14,10,15134,0.596636712
103,0,11,12904,0.699735741
24,0,9,16929,0.533333333
106,3,12,16423,0.549759484
18,8,9,13734,0.657370759
20,9,7,9814,0.919925616
84,0,8,10445,0.864260412
81,0,9,13670,0.660364301
89,3,14,12087,0.746841234
105,6,9,15786,0.571809198
64,3,4,11157,0.808926235
27,4,7,12544,0.719404496
45,0,7,9348,0.965266367
79,6,12,14587,0.618555563
42,1,7,15029,0.600362632
13,0,13,12533,0.719773398
22,2,7,10315,0.874508968
98,5,6,18337,0.491931614
42,1,7,11411,0.790502147
63,0,7,11502,0.784170579
19,1,13,11286,0.799160907
24,13,5,9019,1.0
18,10,11,10175,0.886363636
43,7,7,12845,0.702115998
77,1,16,15822,0.570003792
72,5,9,11153,0.808532233
33,0,21,13210,0.682629826
82,5,11,15076,0.598118201
28,0,16,19427,0.464125701
38,12,9,25214,0.357575157
71,0,9,14825,0.608093761
14,3,4,11597,0.777313098
14,8,3,10605,0.85
27,6,14,12850,0.701485603
41,1,7,14922,0.604078542
103,10,9,16241,0.555012007
17,8,10,13189,0.683393737
58,6,15,15028,0.599759116
75,0,17,16276,0.553753994
45,18,9,9400,0.958803191
55,7,5,13976,0.644804665
34,0,8,10243,0.879711022
67,20,2,9082,0.992165823
45,2,11,13446,0.670150231
103,6,13,12048,0.747869356
49,5,4,10706,0.841598169
72,5,6,8055,1.118577281
23,18,8,10218,0.88153259
52,11,10,13267,0.678925153
52,8,4,6262,1.438371127
99,1,7,10668,0.844296963
18,2,11,14522,0.620221733
83,1,6,10553,0.853432199
17,6,9,14947,0.602451328
43,0,9,12387,0.726937111
53,20,3,20010,0.45
14,2,8,9780,0.920644172
63,3,8,14271,0.630886413
27,0,9,9365,0.961365723
28,0,18,18270,0.492777778
74,11,3,17130,0.525569177
14,3,11,11921,0.755211811
37,7,13,16839,0.534614882
13,1,6,13575,0.663141068
52,2,17,16232,0.5545552
40,15,8,10996,0.818606766
45,0,6,13887,0.648182473
44,0,9,9962,0.9035264
24,0,15,16333,0.551059205
36,0,8,11709,0.768648049
49,4,14,19474,0.462146452
62,2,8,12740,0.706373626
67,1,10,11252,0.799757376
13,6,9,11517,0.781327603
76,8,12,13820,0.651087554
57,4,8,15164,0.593357953
24,6,10,10849,0.829239561
13,0,11,12516,0.718790348
67,19,7,11581,0.776767982
34,8,11,12779,0.703843024
27,3,8,9355,0.961444148
101,3,6,10694,0.841051057
29,8,11,12453,0.72225006
102,2,9,10948,0.821521739
78,6,4,8585,1.0474106
73,10,9,13303,0.675934
20,1,7,15101,0.595436064
82,0,14,15851,0.567190083
25,1,12,13038,0.689550545
17,8,8,12862,0.698916965
89,9,10,11440,0.785773601
87,7,11,10823,0.830512797
82,1,16,11990,0.74954045
52,7,13,9478,0.948135683
74,1,5,11610,0.774
50,16,7,9587,0.937321373
24,7,16,20928,0.429375
29,11,7,11364,0.790708377
68,2,8,12811,0.701356647
68,2,13,11914,0.754089307
33,0,8,12879,0.697491265
30,9,9,12198,0.736425644
13,4,11,12695,0.707554943
61,0,9,12796,0.701925602
97,0,8,13600,0.660424265
71,2,4,11736,0.765286299
84,6,10,11620,0.7728821
55,0,11,17467,0.514143242
46,5,7,11244,0.798621487
53,7,11,12813,0.70081948
33,2,16,11501,0.780655595
49,4,11,11008,0.815611374
105,10,11,8978,1.0
31,3,7,7128,1.259406566
23,1,10,14370,0.624688239
31,1,10,13997,0.641275988
12,2,11,10995,0.816291951
108,0,10,16194,0.554199704
81,0,13,13367,0.671398968
14,0,14,12564,0.714291627
37,0,10,13226,0.678537729
76,6,6,12184,0.736562705
74,7,6,12690,0.707175729
34,9,7,11748,0.763820225
73,2,11,12771,0.702634093
85,9,9,14888,0.602679339
89,5,3,6231,1.44
39,0,16,16277,0.551196166
71,4,8,12191,0.7359183
97,3,9,17909,0.500941984
53,0,8,17230,0.520652931
49,2,8,11025,0.813662585
45,1,13,13515,0.66372771
72,3,10,11801,0.760112702
36,22,4,11818,0.759003215
30,5,12,15593,0.57518566
17,6,11,15998,0.560617577
38,2,9,13771,0.651235204
59,0,16,10820,0.828778189
12,0,5,11238,0.797917779
47,0,10,12381,0.724227445
18,3,8,12986,0.690455876
48,3,9,13021,0.688513939
73,3,8,11723,0.764744519
27,0,12,11060,0.810551537
19,12,8,13104,0.684092643
16,1,10,17452,0.513649438
28,7,9,11697,0.766320424
23,9,8,13004,0.689280221
17,1,14,9660,0.927857143
15,0,6,12804,0.7
18,3,7,12369,0.724612337
106,0,13,11321,0.79167653
39,1,17,16079,0.557402202
